,Spearman
PSNR,0.4883267973928094
PSNR_norm,0.4883267973928094
SSIM,0.5339524648472523
MSSSIM,0.5368198676257653
IWSSIM,0.4530502203688881
VIF,0.37001657974548025
FSIM,0.2547095714719076
GMSD,-0.5512225756333234
GMSD_norm,-0.5512225756333234
MSGMSD,-0.5666874353939216
MSGMSD_norm,-0.5666874353939216
HAARPSI,0.5944480242987134
UQI,0.35338724819433
S3IM,0.5374936683273379
TV,-0.3217717518762615
BRISQUE,0.5312581922231211
BRISQUE_norm,0.5312581922231211
CLIP-IQA,0.2808421090525544
