dataset,configuration,ground_truth,wavelength,image_path,PSNR,SSIM,MSSSIM,IWSSIM,VIF,FSIM,GMSD,MSGMSD,HAARPSI,UQI,S3IM,TV,BRISQUE,CLIP-IQA
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_438.png,30.328072,0.77614725,0.8801162,0.8155122,0.13159268,,0.1047667,0.0994426,0.58828974,,,33.795105,69.170105,0.85264
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_439.png,29.952772,0.6769045,0.8677422,0.79934967,0.1202244,,0.09736247,0.093170695,0.5907748,,,30.79938,77.74237,0.865805
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_440.png,30.246452,0.74095803,0.87230796,0.80005366,0.12949593,,0.11096674,0.104109876,0.5647358,,,30.925394,68.9787,0.85257316
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_441.png,28.53107,0.6941203,0.86137044,0.7858412,0.10627094,,0.0987814,0.09469705,0.60341406,,,40.085865,79.23163,0.75201064
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_442.png,29.733707,0.6760437,0.86513895,0.7957384,0.12272908,,0.10218471,0.09766405,0.57397485,,,30.814217,78.27704,0.852571
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_443.png,30.162903,0.740248,0.87038183,0.80024487,0.12134921,,0.10372231,0.0993213,0.57272875,,,31.654465,74.607605,0.8664748
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_444.png,29.877665,0.747231,0.8761902,0.8065196,0.11315108,,0.093915574,0.09080627,0.60367614,,,34.780327,81.613464,0.8158752
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_445.png,32.426273,0.5459129,0.87367934,0.75631523,0.22873001,,0.067512736,0.07117888,0.6749552,,,23.704264,43.71161,0.65036535
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_446.png,33.147846,0.59126735,0.90134996,0.7544886,0.3465086,,0.057171322,0.06440524,0.71854466,,,22.777227,43.187195,0.61300105
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_447.png,32.59804,0.49611795,0.8761813,0.73532677,0.34357333,,0.061594244,0.06666945,0.68907005,,,22.891668,40.755554,0.56733227
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_448.png,31.001293,0.45928994,0.84499913,0.75678706,0.18117133,,0.07495863,0.07694032,0.641011,,,26.857435,56.510437,0.79965216
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_449.png,29.86654,0.7419237,0.8688705,0.82303566,0.12953372,,0.110746816,0.10727962,0.57062936,,,33.37913,53.27118,0.9064588
