dataset,configuration,ground_truth,wavelength,image_path,PSNR,SSIM,MSSSIM,IWSSIM,VIF,FSIM,GMSD,MSGMSD,HAARPSI,UQI,S3IM,TV,BRISQUE,CLIP-IQA,PSNR_norm,GMSD_norm,MSGMSD_norm,BRISQUE_norm
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_158.png,80.0,0.99999994,1.0,0.99999297,1.0,1.0,0.0,0.0,0.99999845,1.0,1.0,15.865487,44.88788,0.55555177,1.0,0.0,0.0,0.48699036
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_159.png,80.0,0.99999994,1.0,0.99975514,1.0,1.0,0.0,0.0,1.0000002,1.0,1.0,11.848659,39.71747,0.57742673,1.0,0.0,0.0,0.38569707
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_160.png,80.0,0.99999994,1.0,0.9999988,1.0,1.0,0.0,0.0,1.0000024,1.0,1.0,12.738259,38.903015,0.6436487,1.0,0.0,0.0,0.36974114
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_161.png,80.0,0.99999994,1.0,0.99998,1.0,1.0,0.0,0.0,1.0000002,1.0,1.0,11.888923,36.48065,0.59574705,1.0,0.0,0.0,0.32228473
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_162.png,80.0,0.99999994,1.0,0.9999541,1.0,1.0,0.0,0.0,1.0000002,1.0,1.0,13.513419,44.067566,0.5939543,1.0,0.0,0.0,0.47091967
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_163.png,80.0,0.99999994,1.0,0.9999859,1.0,1.0,0.0,0.0,0.99999845,1.0,1.0,13.739244,40.487488,0.63717127,1.0,0.0,0.0,0.4007825
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_164.png,80.0,0.99999994,1.0,0.9999588,1.0,1.0,0.0,0.0,1.0000024,1.0,1.0,14.532811,45.494324,0.6279111,1.0,0.0,0.0,0.49887124
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_165.png,80.0,0.99999994,1.0,0.9999918,1.0,1.0,0.0,0.0,0.99999845,1.0,1.0,15.987291,45.647644,0.59584904,1.0,0.0,0.0,0.5018749
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_166.png,80.0,0.99999994,1.0,0.99999297,1.0,1.0,0.0,0.0,1.0000002,1.0,1.0,19.914738,58.771667,0.59113884,1.0,0.0,0.0,0.7589872
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_167.png,80.0,0.99999994,1.0,0.9999965,1.0,1.0,0.0,0.0,1.0000043,1.0,1.0,14.885469,50.601746,0.6804416,1.0,0.0,0.0,0.59893054
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_168.png,80.0,0.99999994,1.0,0.9999412,1.0,1.0,0.0,0.0,1.0000024,1.0,1.0,13.987208,41.12274,0.64428675,1.0,0.0,0.0,0.41322774
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_169.png,80.0,0.99999994,1.0,1.0,1.0,1.0,0.0,0.0,0.99999845,1.0,1.0,14.368548,41.698425,0.6446637,1.0,0.0,0.0,0.42450592
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_170.png,80.0,0.99999994,1.0,0.9999859,1.0,1.0,0.0,0.0,1.0000002,1.0,1.0,13.282748,37.89325,0.60496587,1.0,0.0,0.0,0.34995887
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_171.png,80.0,0.99999994,1.0,0.9999988,1.0,1.0,0.0,0.0,1.0000024,1.0,1.0,13.502911,36.0661,0.5084554,1.0,0.0,0.0,0.31416327
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_172.png,80.0,0.99999994,1.0,1.0,1.0,1.0,0.0,0.0,1.0000002,1.0,1.0,11.544791,29.96991,0.4502652,1.0,0.0,0.0,0.19473301
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_173.png,80.0,0.99999994,1.0,1.0,1.0,1.0,0.0,0.0,1.0000024,1.0,1.0,14.109574,40.71991,0.50799304,1.0,0.0,0.0,0.40533587
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_174.png,80.0,0.99999994,1.0,0.99997413,1.0,1.0,0.0,0.0,0.99999845,1.0,1.0,14.328802,42.405945,0.5373781,1.0,0.0,0.0,0.43836692
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_175.png,80.0,0.99999994,1.0,0.9999529,1.0,1.0,0.0,0.0,1.0000002,1.0,1.0,12.207543,37.268738,0.5710267,1.0,0.0,0.0,0.3377241
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_176.png,80.0,0.99999994,1.0,0.99998826,1.0,1.0,0.0,0.0,0.99999845,1.0,1.0,10.863265,29.990906,0.49044368,1.0,0.0,0.0,0.19514436
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_177.png,80.0,0.99999994,1.0,0.9999623,1.0,1.0,0.0,0.0,0.99999845,1.0,1.0,11.438884,23.925964,0.5328306,1.0,0.0,0.0,0.07632631
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_178.png,80.0,0.99999994,1.0,0.99979633,1.0,1.0,0.0,0.0,1.0000002,1.0,1.0,11.017485,32.442566,0.61682653,1.0,0.0,0.0,0.24317473
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_179.png,80.0,0.99999994,1.0,0.9999247,1.0,1.0,0.0,0.0,1.0000002,1.0,1.0,15.287392,44.869324,0.55449826,1.0,0.0,0.0,0.48662686
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_180.png,80.0,0.99999994,1.0,0.9999764,1.0,1.0,0.0,0.0,1.0000024,1.0,1.0,14.127865,46.209656,0.61106557,1.0,0.0,0.0,0.5128853
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_181.png,80.0,0.99999994,1.0,1.0,1.0,1.0,0.0,0.0,1.0000002,1.0,1.0,15.732702,46.345886,0.50067115,1.0,0.0,0.0,0.51555413
phantom,BP_phantom_GT,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_GT_slice_182.png,80.0,0.99999994,1.0,0.99997765,1.0,1.0,0.0,0.0,0.99999845,1.0,1.0,17.392883,54.030945,0.5676431,1.0,0.0,0.0,0.6661118
