dataset,configuration,ground_truth,wavelength,image_path,PSNR,SSIM,MSSSIM,IWSSIM,VIF,FSIM,GMSD,MSGMSD,HAARPSI,UQI,S3IM,TV,BRISQUE,CLIP-IQA,PSNR_norm,GMSD_norm,MSGMSD_norm,BRISQUE_norm
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_0.png,15.222831,0.33621255,0.33853826,0.25944626,0.076063484,0.7623452743272655,0.25159767,0.26061258,0.19808581,0.8407667936813501,0.41337415520383647,16.174158,63.446716,0.17162015,0.19028538,0.7188505,0.7446074,0.28248787
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_1.png,20.008495,0.39111975,0.3370314,0.23488487,0.07846221,0.7614463247486771,0.24219559,0.2507782,0.22233953,0.9351089979394646,0.49048869267196127,12.946972,64.025085,0.15519747,0.2501062,0.6919874,0.71650916,0.31978557
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_2.png,16.28256,0.34473565,0.33132735,0.2573502,0.095537394,0.7652595624345275,0.26280168,0.2695525,0.18641955,0.8878376606235677,0.4222332645814047,17.37541,63.418884,0.20449436,0.20353201,0.75086194,0.77015,0.28069305
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_3.png,15.893077,0.29304567,0.3586767,0.25027433,0.0548937,0.7551468602257118,0.25801238,0.26049745,0.21503942,0.9012937989427199,0.33274192898476296,22.056332,66.63837,0.1345612,0.19866346,0.73717827,0.74427843,0.48831004
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_4.png,14.825771,0.21814536,0.28354928,0.22092015,0.045900848,0.740719020601114,0.27202004,0.27465165,0.18663192,0.8440476239226646,0.2481446301152597,27.033497,62.699646,0.1862741,0.18532214,0.77720016,0.784719,0.23431104
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_5.png,18.962086,0.2735227,0.33433092,0.2521837,0.052585136,0.7305606074247896,0.26834098,0.2718462,0.20596108,0.9469242460211169,0.31560470683889635,22.337673,61.904114,0.20959699,0.23702607,0.7666885,0.7767035,0.183009
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_6.png,20.123058,0.27568802,0.33750823,0.2370229,0.048905116,0.7366373720877145,0.2642515,0.26650122,0.21069048,0.9634475193364705,0.3150087239275027,22.97964,66.3681,0.19530855,0.25153822,0.7550043,0.76143205,0.47088134
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_7.png,14.936537,0.23553546,0.28269094,0.19432099,0.043575276,0.741083469574633,0.2636746,0.2654343,0.19919991,0.8694199839779942,0.27438924009928123,24.420044,64.75348,0.22248875,0.1867067,0.753356,0.7583837,0.366758
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_8.png,17.139128,0.25220072,0.29654074,0.20506737,0.046447363,0.7301653756436904,0.2666761,0.2675212,0.19973044,0.9145104092953535,0.29301747347816215,24.39311,63.807434,0.22455606,0.21423909,0.7619317,0.7643463,0.30574974
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_9.png,13.779108,0.26151526,0.33896223,0.22536767,0.05477554,0.7559645534465996,0.26612127,0.26750422,0.18644111,0.8347372447672075,0.3056543030234741,22.492214,65.54169,0.19423106,0.17223886,0.7603465,0.7642978,0.4175877
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_10.png,19.394377,0.20972316,0.26711646,0.1910271,0.04279734,0.7415325913616895,0.27387473,0.27765492,0.17787027,0.9655533338598625,0.2429888671148024,27.950563,64.59125,0.24784447,0.2424297,0.78249925,0.7932998,0.35629606
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_11.png,20.457718,0.26368424,0.31730556,0.21792914,0.049428746,0.7276549728057609,0.2720366,0.27459443,0.1885123,0.9771085445348895,0.30863090812053334,24.561386,63.00824,0.19505268,0.25572148,0.7772475,0.7845555,0.25421154
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_12.png,15.515526,0.31126925,0.3567801,0.21616887,0.10159461,0.7582719525635996,0.27750617,0.27955425,0.14169912,0.8479903383665317,0.3721602330269682,20.501753,62.87921,0.1680397,0.19394407,0.7928748,0.79872644,0.2458908
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_13.png,14.039893,0.26879576,0.31405553,0.2138306,0.06964793,0.7545728495710392,0.27652928,0.27983618,0.15055148,0.7714638273641713,0.3256803465239389,20.871033,65.70563,0.123688385,0.17549866,0.7900837,0.79953194,0.42815983
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_14.png,12.423565,0.25901836,0.31143886,0.20804453,0.07239957,0.7548197490785539,0.27241325,0.27435818,0.16013414,0.7541273146380196,0.3193093468330428,19.734951,69.177795,0.14152628,0.15529457,0.7783236,0.78388053,0.6520719
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_15.png,18.091526,0.2604695,0.32260075,0.20616089,0.048350383,0.7528927469576879,0.27059636,0.27305335,0.1911994,0.9523247101975875,0.3028396867262283,23.93643,64.65167,0.16979349,0.22614408,0.77313244,0.78015244,0.36019272
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_16.png,20.418922,0.2569309,0.33321366,0.20153332,0.061429445,0.7547416162723227,0.28179798,0.28205067,0.14757659,0.9688562147177651,0.29490972942145316,27.064081,63.59552,0.19889739,0.25523654,0.8051371,0.8058591,0.2920839
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_17.png,18.447645,0.23562995,0.29517654,0.21647844,0.05145199,0.740872091665089,0.27242595,0.27631867,0.17528124,0.9515616562247361,0.272908705499798,25.673576,65.0965,0.2553119,0.23059556,0.7783599,0.78948194,0.3888784
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_18.png,15.908518,0.3070698,0.3618468,0.2507429,0.061124455,0.7288404221537543,0.27066633,0.2707212,0.20507452,0.8548407598927079,0.3568005737604028,20.238888,68.14911,0.1423865,0.19885647,0.7733324,0.7734892,0.5857343
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_19.png,12.49708,0.23162115,0.29599187,0.21916884,0.067142524,0.7424825829171298,0.27448612,0.27611122,0.15818244,0.7148290475374806,0.27510474634954357,23.149075,67.36615,0.20554215,0.15621349,0.7842461,0.7888892,0.5352431
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_20.png,13.508955,0.24391179,0.31083655,0.2230318,0.064771436,0.7493352871888876,0.27501833,0.2760616,0.17030756,0.7628022106464801,0.28680518153548534,23.099493,64.89807,0.19622642,0.16886194,0.78576666,0.78874743,0.3760824
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_21.png,14.487848,0.2091681,0.26481608,0.20848313,0.043223675,0.7062217400198414,0.2837035,0.28457192,0.17488484,0.8379366733319197,0.2378642404201767,29.09271,64.31305,0.23101784,0.1810981,0.81058145,0.8130626,0.3383557
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_22.png,11.70484,0.22492053,0.31056684,0.23255338,0.05137798,0.7080326780289855,0.27229506,0.27272215,0.18589184,0.6655993234569116,0.25677353700698247,23.882078,69.00897,0.13495997,0.1463105,0.7779859,0.77920616,0.6411849
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_23.png,15.205092,0.20700312,0.27186596,0.21377864,0.04731025,0.6960076623744564,0.28690952,0.28733608,0.16576833,0.8417469686813488,0.23649847042259478,29.409382,63.582214,0.2604521,0.19006366,0.8197415,0.8209602,0.29122582
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_24.png,14.441641,0.2724584,0.34766382,0.22653839,0.051337432,0.7219235750227877,0.26347733,0.26463908,0.19451103,0.8629708583550048,0.31417360891709095,22.138542,64.42273,0.1593603,0.1805205,0.75279236,0.7561117,0.3454287
v_phantom,v_phantom_8,v_phantom_gt,---,results/v_phantom/images_used/v_phantom_8_slice_25.png,18.084833,0.2594495,0.33357826,0.22872399,0.047745004,0.7126046592827819,0.26697597,0.26740584,0.19417207,0.9180676383616674,0.2892980674355345,23.973198,65.219055,0.16120659,0.22606042,0.7627885,0.7640167,0.39678192
